Language,Oregon,Baker,Benton,Clackamas,Clatsop,Columbia,Coos,Crook,Curry,Deschutes,Douglas,Gilliam,Grant,Harney,Hood River,Jackson,Jefferson,Josephine,Klamath,Lake,Lane,Lincoln,Linn,Malheur,Marion,Morrow,Multnomah,Polk,Sherman,Tillamook,Umatilla,Union,Wallowa,Wasco,Washington,Wheeler,Yamhill
Total,3793273-355900-222428,15172-416-190,84541-8243-3550,378115-30036-15780,35948-2118-957,47601-1225-671,59810-2161-902,20732-1125-242,21518-744-308,166081-7218-3460,102020-2660-1200,1805-81-38,6882-245-79,6805-288-139,21420-2705-3395,200037-12329-6697,21252-2459-1077,80435-3003-1080,61959-3191-1966,7390-194-132,345275-20583-9080,44990-2371-1131,113646-6051-2352,28297-4643-2368,307963-44162-33206,10333-1588-1633,742626-85912-62863,75055-6957-3797,1578-31-13,24567-1242-710,71392-8664-7518,24318-831-418,6557-170-60,24042-2086-1520,535299-81442-48724,1359-36-1,96453-8690-5171
